Winner,Score,Rounds,Score Threshold,Dice Threshold,Consider Score,Consider Dice,Smart
Player 578,11250,20,,,,,
Player 584,10100,14,,,,,
Player 588,10350,15,,,,,
Player 595,10100,18,,,,,
Player 596,10050,11,,,,,
Player 601,10400,23,,,,,
Player 607,12450,18,,,,,
Player 612,10800,20,,,,,
Player 618,10550,23,,,,,
Player 625,12200,10,,,,,
Player 628,10100,16,,,,,
Player 631,10300,15,,,,,
Player 638,10100,17,,,,,
Player 644,10450,23,,,,,
Player 650,10250,20,,,,,
Player 655,13150,21,,,,,
Player 658,10000,12,,,,,
Player 661,10300,21,,,,,
Player 668,11600,19,,,,,
Player 674,10200,13,,,,,
Player 677,11550,5,,,,,
Player 681,10000,17,,,,,
Player 687,11250,16,,,,,
Player 695,10150,17,,,,,
Player 696,11350,16,,,,,
Player 705,10400,16,,,,,
Player 709,10050,14,,,,,
Player 711,10000,18,,,,,
Player 716,10450,17,,,,,
Player 725,10150,13,,,,,
Player 726,11250,17,,,,,
Player 733,10500,17,,,,,
Player 740,10000,12,,,,,
Player 745,11500,13,,,,,
Player 750,10250,19,,,,,
Player 754,10400,16,,,,,
Player 759,11750,20,,,,,
Player 765,10700,14,,,,,
Player 767,10150,16,,,,,
Player 774,10150,19,,,,,
Player 779,10150,19,,,,,
Player 783,10050,19,,,,,
Player 786,10200,22,,,,,
Player 793,11800,19,,,,,
Player 796,11300,11,,,,,
Player 1,10100,19,,,,,
Player 8,10800,15,,,,,
Player 12,11100,21,,,,,
Player 16,10800,19,,,,,
Player 21,12200,21,,,,,
Player 27,10650,10,,,,,
Player 34,11000,20,,,,,
Player 37,10550,10,,,,,
Player 44,11050,17,,,,,
Player 50,10400,19,,,,,
Player 51,10350,19,,,,,
Player 56,11200,10,,,,,
Player 63,10150,14,,,,,
Player 70,10450,19,,,,,
Player 72,10350,22,,,,,
Player 79,10400,20,,,,,
Player 82,10700,24,,,,,
Player 87,10350,15,,,,,
Player 94,10400,28,,,,,
Player 100,10100,12,,,,,
Player 103,11800,21,,,,,
Player 107,10500,17,,,,,
Player 115,11100,14,,,,,
Player 119,11750,16,,,,,
Player 124,11200,14,,,,,
Player 128,10550,16,,,,,
Player 132,10200,20,,,,,
Player 138,11000,19,,,,,
Player 143,10500,13,,,,,
Player 150,10000,17,,,,,
Player 155,11400,21,,,,,
Player 156,10450,14,,,,,
Player 164,11650,16,,,,,
Player 170,11400,15,,,,,
Player 172,11000,18,,,,,
Player 180,11700,18,,,,,
Player 181,10450,17,,,,,
Player 186,10150,14,,,,,
Player 191,11700,17,,,,,
Player 199,10050,20,,,,,
Player 205,10550,19,,,,,
Player 208,10600,21,,,,,
Player 215,10800,15,,,,,
Player 217,10150,16,,,,,
Player 221,10650,16,,,,,
Player 226,10350,15,,,,,
Player 233,10100,17,,,,,
Player 239,10150,24,,,,,
Player 243,10750,13,,,,,
Player 246,10150,23,,,,,
Player 252,10250,25,,,,,
Player 258,10550,13,,,,,
Player 265,10750,18,,,,,
Player 267,12950,16,,,,,
Player 272,12350,19,,,,,
Player 278,12500,19,,,,,
Player 282,10300,11,,,,,
Player 290,10650,16,,,,,
Player 293,11400,16,,,,,
Player 299,10400,19,,,,,
Player 305,10650,13,,,,,
Player 306,10500,16,,,,,
Player 314,10900,19,,,,,
Player 319,12200,26,,,,,
Player 323,10250,18,,,,,
Player 330,10050,17,,,,,
Player 334,10000,14,,,,,
Player 340,10100,20,,,,,
Player 344,10800,21,,,,,
Player 347,10200,14,,,,,
Player 352,10600,15,,,,,
Player 357,10950,24,,,,,
Player 365,10300,11,,,,,
Player 366,10450,16,,,,,
Player 371,11750,23,,,,,
Player 378,12200,18,,,,,
Player 381,11150,20,,,,,
Player 390,11000,17,,,,,
Player 391,10100,16,,,,,
Player 396,11300,13,,,,,
Player 405,10300,17,,,,,
Player 408,10000,12,,,,,
Player 412,10300,19,,,,,
Player 419,11350,11,,,,,
Player 421,10850,19,,,,,
Player 426,10200,10,,,,,
Player 434,10650,16,,,,,
Player 439,10850,9,,,,,
Player 442,10700,9,,,,,
Player 449,10450,26,,,,,
Player 451,10500,15,,,,,
Player 460,10450,11,,,,,
Player 462,10950,21,,,,,
Player 468,10250,10,,,,,
Player 472,11650,21,,,,,
Player 477,10000,19,,,,,
Player 481,10250,18,,,,,
Player 490,10250,21,,,,,
Player 491,10200,11,,,,,
Player 496,10800,17,,,,,
Player 502,10150,22,,,,,
Player 509,10100,15,,,,,
Player 514,10000,25,,,,,
Player 517,10950,17,,,,,
Player 521,10300,14,,,,,
Player 526,10250,19,,,,,
Player 535,11600,23,,,,,
Player 539,10400,15,,,,,
Player 542,11650,18,,,,,
Player 546,10550,17,,,,,
Player 552,10450,20,,,,,
Player 559,10200,22,,,,,
Player 565,10250,20,,,,,
Player 569,10150,14,,,,,
Player 572,10300,12,,,,,
Player 577,11500,14,,,,,
Player 582,11300,19,,,,,
Player 589,11200,10,,,,,
Player 594,11500,13,,,,,
Player 600,10600,12,,,,,
Player 601,11300,17,,,,,
Player 606,12000,18,,,,,
Player 615,10050,17,,,,,
Player 620,12450,16,,,,,
Player 621,10300,17,,,,,
Player 629,11150,20,,,,,
Player 632,10000,11,,,,,
Player 639,10450,14,,,,,
Player 645,10450,20,,,,,
Player 650,10600,11,,,,,
Player 651,10250,9,,,,,
Player 656,10500,20,,,,,
Player 664,11400,25,,,,,
Player 669,10650,23,,,,,
Player 671,10600,18,,,,,
Player 677,10550,16,,,,,
Player 683,12600,14,,,,,
Player 687,10000,19,,,,,
Player 695,10100,20,,,,,
Player 696,10700,22,,,,,
Player 705,11700,17,,,,,
Player 710,10450,7,,,,,
Player 712,10000,10,,,,,
Player 719,10300,20,,,,,
Player 722,10200,10,,,,,
Player 726,12000,21,,,,,
Player 731,10250,18,,,,,
Player 740,10200,24,,,,,
Player 744,10450,17,,,,,
Player 748,10500,20,,,,,
Player 753,10850,20,,,,,
Player 759,10500,19,,,,,
Player 765,11050,17,,,,,
Player 766,10500,24,,,,,
Player 774,10300,24,,,,,
Player 779,12550,16,,,,,
Player 785,10500,19,,,,,
Player 790,10450,16,,,,,
Player 794,10400,15,,,,,
Player 800,10900,17,,,,,
Player 3,10150,25,,,,,
Player 6,10450,13,,,,,
Player 13,12200,14,,,,,
Player 19,10150,15,,,,,
Player 23,11900,20,,,,,
Player 28,10700,19,,,,,
Player 34,11150,10,,,,,
Player 36,13050,13,,,,,
Player 44,10800,17,,,,,
Player 48,12600,7,,,,,
Player 53,10000,17,,,,,
Player 58,10550,16,,,,,
Player 62,10950,30,,,,,
Player 69,10100,17,,,,,
Player 73,10800,10,,,,,
Player 79,10000,15,,,,,
Player 85,10050,20,,,,,
Player 88,10350,23,,,,,
Player 95,10700,22,,,,,
Player 97,10150,13,,,,,
Player 105,10500,12,,,,,
Player 110,10050,11,,,,,
Player 111,10300,18,,,,,
Player 120,10100,17,,,,,
Player 125,10750,17,,,,,
Player 129,10550,22,,,,,
Player 135,11550,17,,,,,
Player 139,10350,13,,,,,
Player 142,10850,18,,,,,
Player 146,11550,11,,,,,
Player 151,10500,17,,,,,
Player 158,10100,23,,,,,
Player 163,10650,21,,,,,
Player 166,10150,14,,,,,
Player 174,10150,21,,,,,
Player 177,10750,21,,,,,
Player 182,10600,13,,,,,
Player 190,10550,13,,,,,
Player 193,10050,13,,,,,
Player 199,10550,13,,,,,
Player 203,11400,18,,,,,
Player 206,10450,16,,,,,
Player 214,10500,24,,,,,
Player 218,10000,23,,,,,
Player 223,10100,17,,,,,
Player 228,10150,17,,,,,
Player 231,10700,21,,,,,
Player 238,10900,19,,,,,
Player 244,10500,17,,,,,
Player 246,10000,18,,,,,
Player 254,10050,18,,,,,
Player 259,10100,23,,,,,
Player 264,10500,16,,,,,
Player 270,10750,14,,,,,
Player 272,10050,17,,,,,
Player 277,10000,23,,,,,
Player 284,10500,11,,,,,
Player 287,10500,17,,,,,
Player 295,10200,15,,,,,
Player 297,10300,22,,,,,
Player 302,10250,15,,,,,
Player 308,10400,21,,,,,
Player 311,10200,18,,,,,
Player 316,10600,15,,,,,
Player 323,10250,15,,,,,
Player 330,10200,22,,,,,
Player 331,10850,16,,,,,
Player 339,11100,23,,,,,
Player 344,11050,21,,,,,
Player 348,10200,15,,,,,
Player 355,12000,20,,,,,
Player 358,10200,17,,,,,
Player 362,10000,15,,,,,
Player 369,10450,24,,,,,
Player 375,10200,17,,,,,
Player 380,10950,11,,,,,
Player 384,10900,24,,,,,
Player 386,10200,15,,,,,
Player 395,12250,16,,,,,
Player 398,10050,12,,,,,
Player 402,10050,13,,,,,
Player 408,10050,12,,,,,
Player 413,10000,15,,,,,
Player 419,10900,15,,,,,
Player 425,10250,20,,,,,
Player 429,10650,21,,,,,
Player 431,10000,16,,,,,
Player 437,10800,12,,,,,
Player 445,11400,22,,,,,
Player 450,10200,20,,,,,
Player 454,10050,19,,,,,
Player 457,12050,15,,,,,
Player 465,11650,20,,,,,
Player 468,11600,23,,,,,
Player 471,10100,17,,,,,
Player 478,10550,16,,,,,
Player 485,10000,12,,,,,
Player 486,10000,17,,,,,
Player 492,10650,20,,,,,
Player 499,10100,15,,,,,
Player 502,11450,20,,,,,
Player 510,11650,16,,,,,
Player 511,10200,13,,,,,
Player 518,10750,16,,,,,
Player 525,10050,13,,,,,
Player 526,11500,15,,,,,
Player 533,10350,22,,,,,
Player 539,11800,15,,,,,
Player 542,10350,21,,,,,
Player 549,10350,18,,,,,
Player 554,11300,18,,,,,
Player 557,10250,11,,,,,
Player 562,10000,17,,,,,
Player 569,11350,19,,,,,
Player 575,10600,18,,,,,
Player 577,10000,13,,,,,
Player 584,10200,13,,,,,
Player 586,10050,14,,,,,
Player 594,10400,16,,,,,
Player 598,11200,24,,,,,
Player 605,10100,18,,,,,
Player 607,10300,22,,,,,
Player 613,10200,17,,,,,
Player 618,10200,18,,,,,
Player 622,10200,9,,,,,
Player 628,10750,22,,,,,
Player 633,10250,13,,,,,
Player 639,10150,13,,,,,
Player 643,13200,19,,,,,
Player 648,10000,11,,,,,
Player 655,10150,19,,,,,
Player 659,10500,20,,,,,
Player 662,10100,12,,,,,
Player 666,10950,25,,,,,
Player 673,10050,19,,,,,
Player 677,10400,20,,,,,
Player 682,10250,16,,,,,
Player 687,10750,15,,,,,
Player 695,10800,20,,,,,
Player 698,10150,16,,,,,
Player 705,10550,19,,,,,
Player 709,10350,19,,,,,
Player 714,11750,13,,,,,
Player 717,11400,12,,,,,
Player 721,10450,17,,,,,
Player 727,10550,20,,,,,
Player 731,10200,17,,,,,
Player 739,10850,17,,,,,
Player 741,10750,17,,,,,
Player 746,10500,7,,,,,
Player 753,10500,19,,,,,
Player 757,10050,19,,,,,
Player 764,11100,14,,,,,
Player 768,10100,19,,,,,
Player 772,10300,19,,,,,
Player 776,10400,16,,,,,
Player 782,10100,12,,,,,
Player 787,10450,16,,,,,
Player 795,10700,19,,,,,
Player 799,10600,14,,,,,
Player 3,10900,17,,,,,
Player 9,12200,20,,,,,
Player 15,11500,16,,,,,
Player 16,10200,16,,,,,
Player 23,11400,16,,,,,
Player 28,11250,14,,,,,
Player 34,10100,10,,,,,
Player 37,11100,19,,,,,
Player 43,11500,10,,,,,
Player 47,10150,17,,,,,
Player 54,10150,17,,,,,
Player 57,10450,14,,,,,
Player 64,11050,15,,,,,
Player 68,10150,19,,,,,
Player 75,11400,22,,,,,
Player 76,10050,15,,,,,
Player 81,10150,16,,,,,
Player 90,10200,22,,,,,
Player 92,12100,15,,,,,
Player 96,10150,14,,,,,
Player 102,10850,12,,,,,
Player 107,11400,17,,,,,
Player 114,10900,18,,,,,
Player 120,10200,7,,,,,
Player 121,11350,18,,,,,
Player 126,10550,15,,,,,
Player 134,10800,13,,,,,
Player 139,11750,16,,,,,
Player 141,10950,10,,,,,
Player 147,10950,22,,,,,
Player 151,10300,13,,,,,
Player 159,11650,22,,,,,
Player 161,10000,17,,,,,
Player 167,12450,22,,,,,
Player 172,10900,23,,,,,
Player 177,10250,17,,,,,
Player 184,10900,16,,,,,
Player 190,10100,12,,,,,
Player 193,10200,16,,,,,
Player 197,10550,16,,,,,
Player 203,10650,13,,,,,
Player 207,10000,16,,,,,
Player 211,10300,14,,,,,
Player 216,10200,15,,,,,
Player 223,10600,15,,,,,
Player 228,11850,12,,,,,
Player 235,10450,22,,,,,
Player 240,12800,19,,,,,
Player 243,10200,21,,,,,
Player 246,10550,10,,,,,
Player 254,10750,21,,,,,
Player 258,12100,21,,,,,
Player 262,10200,17,,,,,
Player 268,10350,13,,,,,
Player 271,10550,15,,,,,
Player 278,12400,20,,,,,
Player 281,10650,19,,,,,
Player 289,10200,25,,,,,
Player 291,10500,18,,,,,
Player 297,10300,12,,,,,
Player 305,10300,22,,,,,
Player 308,10100,20,,,,,
Player 315,10200,21,,,,,
Player 317,10100,15,,,,,
Player 321,10300,21,,,,,
Player 328,10100,21,,,,,
Player 334,11500,15,,,,,
Player 340,10200,23,,,,,
Player 342,10150,16,,,,,
Player 346,10750,16,,,,,
Player 354,11350,14,,,,,
Player 359,11600,21,,,,,
Player 365,10200,12,,,,,
Player 366,10150,18,,,,,
Player 372,10200,16,,,,,
Player 376,10150,23,,,,,
Player 384,10500,22,,,,,
Player 389,10250,14,,,,,
Player 392,10100,15,,,,,
Player 397,10600,15,,,,,
Player 403,11400,23,,,,,
Player 410,10150,10,,,,,
Player 411,11400,15,,,,,
Player 418,10250,18,,,,,
Player 425,11350,11,,,,,
Player 430,10050,10,,,,,
Player 435,10300,15,,,,,
Player 438,10000,16,,,,,
Player 442,10000,19,,,,,
Player 448,10500,25,,,,,
Player 454,10000,15,,,,,
Player 457,10150,17,,,,,
Player 461,10300,13,,,,,
Player 469,10600,25,,,,,
Player 473,10250,15,,,,,
Player 476,10500,25,,,,,
Player 485,10000,20,,,,,
Player 488,10250,13,,,,,
Player 493,10850,17,,,,,
Player 500,10250,20,,,,,
Player 501,10200,15,,,,,
Player 509,11350,12,,,,,
Player 514,11450,11,,,,,
Player 517,10450,18,,,,,
Player 521,10150,15,,,,,
Player 526,11850,19,,,,,
Player 531,10250,12,,,,,
Player 538,10450,12,,,,,
Player 545,10850,18,,,,,
Player 549,10700,19,,,,,
Player 555,10450,20,,,,,
Player 557,12200,18,,,,,
Player 564,10450,20,,,,,
Player 570,10500,11,,,,,
Player 572,12800,18,,,,,
Player 578,11150,15,,,,,
Player 584,10000,18,,,,,
Player 590,10150,17,,,,,
Player 595,12300,18,,,,,
Player 597,11600,14,,,,,
Player 605,10250,17,,,,,
Player 606,10500,17,,,,,
Player 613,10100,19,,,,,
Player 616,11050,17,,,,,
Player 621,10100,12,,,,,
Player 627,10250,16,,,,,
Player 633,11550,22,,,,,
Player 640,10050,14,,,,,
Player 645,10100,20,,,,,
Player 646,10400,14,,,,,
Player 653,10800,15,,,,,
Player 659,10100,20,,,,,
Player 662,10200,12,,,,,
Player 670,10350,19,,,,,
Player 674,10000,23,,,,,
Player 676,10250,16,,,,,
Player 684,10150,12,,,,,
Player 690,10400,19,,,,,
Player 691,10250,15,,,,,
Player 698,11100,20,,,,,
Player 705,14300,19,,,,,
Player 710,10650,15,,,,,
Player 712,10150,15,,,,,
Player 718,10000,17,,,,,
Player 725,10400,17,,,,,
Player 726,10050,18,,,,,
Player 733,11050,9,,,,,
Player 738,10750,21,,,,,
Player 743,10400,19,,,,,
Player 747,10000,12,,,,,
Player 754,11600,22,,,,,
Player 759,11300,20,,,,,
Player 761,10300,10,,,,,
Player 768,10250,21,,,,,
Player 773,11650,18,,,,,
Player 779,11100,13,,,,,
Player 781,11100,16,,,,,
Player 787,10700,16,,,,,
Player 793,10400,16,,,,,
Player 799,10050,16,,,,,
Player 1,10050,17,,,,,
Player 6,10000,15,,,,,
Player 11,10300,24,,,,,
Player 18,10200,18,,,,,
Player 25,10050,21,,,,,
Player 28,11400,22,,,,,
Player 34,10050,26,,,,,
Player 40,11200,20,,,,,
Player 41,12300,19,,,,,
Player 46,10650,15,,,,,
Player 51,10750,17,,,,,
Player 57,10200,14,,,,,
Player 63,12550,20,,,,,
Player 69,10300,19,,,,,
Player 74,11050,16,,,,,
Player 76,11800,17,,,,,
Player 82,10800,22,,,,,
Player 87,10000,18,,,,,
Player 95,11550,18,,,,,
Player 97,10250,11,,,,,
Player 101,10200,19,,,,,
Player 106,11800,24,,,,,
Player 113,11350,18,,,,,
Player 119,10450,14,,,,,
Player 121,11350,20,,,,,
Player 128,10350,9,,,,,
Player 132,10000,20,,,,,
Player 139,11550,12,,,,,
Player 142,11200,13,,,,,
Player 147,10350,15,,,,,
Player 152,11000,22,,,,,
Player 158,11800,17,,,,,
Player 163,12000,17,,,,,
Player 168,10800,19,,,,,
Player 174,10200,14,,,,,
Player 178,10200,17,,,,,
Player 184,11150,20,,,,,
Player 187,10750,16,,,,,
Player 194,10150,15,,,,,
Player 196,10100,12,,,,,
Player 201,10150,21,,,,,
Player 208,10550,12,,,,,
Player 212,11150,19,,,,,
Player 217,10950,16,,,,,
Player 222,10950,22,,,,,
Player 229,11600,11,,,,,
Player 233,10750,21,,,,,
Player 239,11400,13,,,,,
Player 244,10300,21,,,,,
Player 246,11150,18,,,,,
Player 255,10850,23,,,,,
Player 258,12100,11,,,,,
Player 262,10000,13,,,,,
Player 267,10400,17,,,,,
Player 272,10400,27,,,,,
Player 279,10300,12,,,,,
Player 285,13050,13,,,,,
Player 288,10200,15,,,,,
Player 294,13950,19,,,,,
Player 300,10700,19,,,,,
Player 301,10300,15,,,,,
Player 310,11600,22,,,,,
Player 313,11950,19,,,,,
Player 317,13100,19,,,,,
Player 323,10450,18,,,,,
Player 328,10550,15,,,,,
Player 332,11250,16,,,,,
Player 336,10300,17,,,,,
Player 341,10950,17,,,,,
Player 349,10150,17,,,,,
Player 351,10450,17,,,,,
Player 356,11750,12,,,,,
Player 365,10850,23,,,,,
Player 368,12700,10,,,,,
Player 371,10200,14,,,,,
Player 379,10050,7,,,,,
Player 381,10350,16,,,,,
Player 390,10500,23,,,,,
Player 391,10200,15,,,,,
Player 398,10650,14,,,,,
Player 401,10100,19,,,,,
Player 408,10800,21,,,,,
Player 415,10400,16,,,,,
Player 416,12500,16,,,,,
Player 423,11950,23,,,,,
Player 427,10150,17,,,,,
Player 434,10000,15,,,,,
Player 439,10250,12,,,,,
Player 442,10150,14,,,,,
Player 449,10250,16,,,,,
Player 451,10050,18,,,,,
Player 457,10550,17,,,,,
Player 465,10200,18,,,,,
Player 469,10600,15,,,,,
Player 474,10400,9,,,,,
Player 476,10350,22,,,,,
Player 481,10150,15,,,,,
Player 488,10200,20,,,,,
Player 495,10200,13,,,,,
Player 500,10900,23,,,,,
Player 502,10300,14,,,,,
Player 508,10400,16,,,,,
Player 515,10250,17,,,,,
Player 519,10100,22,,,,,
Player 523,10350,15,,,,,
Player 530,10200,19,,,,,
Player 531,10750,21,,,,,
Player 536,10200,17,,,,,
Player 541,10300,15,,,,,
Player 548,12000,12,,,,,
Player 555,10800,17,,,,,
Player 556,10100,17,,,,,
Player 562,11900,19,,,,,
Player 567,10150,22,,,,,
Player 575,10250,16,,,,,
Player 577,10800,16,,,,,
Player 582,10350,21,,,,,
Player 590,10250,13,,,,,
Player 592,10950,19,,,,,
Player 597,10450,18,,,,,
Player 604,11350,17,,,,,
Player 606,11450,19,,,,,
Player 611,11750,16,,,,,
Player 616,10000,19,,,,,
Player 623,10100,17,,,,,
Player 629,10700,21,,,,,
Player 634,10500,18,,,,,
Player 638,10200,9,,,,,
Player 642,11800,21,,,,,
Player 647,11450,22,,,,,
Player 653,10800,11,,,,,
Player 659,10550,20,,,,,
Player 663,11200,14,,,,,
Player 667,10900,17,,,,,
Player 672,10350,15,,,,,
Player 677,11050,19,,,,,
Player 685,10700,14,,,,,
Player 687,10350,17,,,,,
Player 691,10100,16,,,,,
Player 696,10000,14,,,,,
Player 704,12350,22,,,,,
Player 710,10800,13,,,,,
Player 715,10050,13,,,,,
Player 720,10000,23,,,,,
Player 721,10750,19,,,,,
Player 729,10750,12,,,,,
Player 734,10100,17,,,,,
Player 738,14050,19,,,,,
Player 743,10250,19,,,,,
Player 747,11450,14,,,,,
Player 754,10050,10,,,,,
Player 757,10550,16,,,,,
Player 764,12200,19,,,,,
Player 768,10850,24,,,,,
Player 775,10000,13,,,,,
Player 778,10450,18,,,,,
Player 781,10250,16,,,,,
Player 788,10250,21,,,,,
Player 793,10250,11,,,,,
Player 796,10100,14,,,,,
Player 2,11900,18,,,,,
Player 6,10350,15,,,,,
Player 11,10100,16,,,,,
Player 19,10150,16,,,,,
Player 21,10250,26,,,,,
Player 27,11650,17,,,,,
Player 34,10050,17,,,,,
Player 40,10000,25,,,,,
Player 43,10300,15,,,,,
Player 50,11100,21,,,,,
Player 55,10050,18,,,,,
Player 58,11150,13,,,,,
Player 62,10000,12,,,,,
Player 69,10200,21,,,,,
Player 73,10000,17,,,,,
Player 79,12700,19,,,,,
Player 82,11000,17,,,,,
Player 86,10100,18,,,,,
Player 94,10300,18,,,,,
Player 97,10750,11,,,,,
Player 105,10250,17,,,,,
Player 106,11500,16,,,,,
Player 111,13100,19,,,,,
Player 118,10950,24,,,,,
Player 121,10100,20,,,,,
Player 127,10400,15,,,,,
Player 131,10100,21,,,,,
Player 138,10700,24,,,,,
Player 143,10000,21,,,,,
Player 147,10150,12,,,,,
Player 154,10100,16,,,,,
Player 160,10450,15,,,,,
Player 163,10150,17,,,,,
Player 169,10300,19,,,,,
Player 171,10550,14,,,,,
Player 178,10100,20,,,,,
Player 182,10000,14,,,,,
Player 190,10850,22,,,,,
Player 194,10350,12,,,,,
Player 196,10800,20,,,,,
Player 201,10500,20,,,,,
Player 209,10050,15,,,,,
Player 213,11350,16,,,,,
Player 217,10600,18,,,,,
Player 225,10150,21,,,,,
Player 226,10100,15,,,,,
Player 235,10300,17,,,,,
Player 239,10000,22,,,,,
Player 243,10850,11,,,,,
Player 247,11050,17,,,,,
Player 252,10800,20,,,,,
Player 259,10700,19,,,,,
Player 261,10050,18,,,,,
Player 269,10200,12,,,,,
Player 271,10300,18,,,,,
Player 280,10400,18,,,,,
Player 283,10250,19,,,,,
Player 290,10350,17,,,,,
Player 293,10300,11,,,,,
Player 300,12050,9,,,,,
Player 301,10850,16,,,,,
Player 309,10000,19,,,,,
Player 314,10200,13,,,,,
Player 320,11750,26,,,,,
Player 325,10150,11,,,,,
Player 329,10050,20,,,,,
Player 335,10250,19,,,,,
Player 340,10400,15,,,,,
Player 341,10100,13,,,,,
Player 350,10150,20,,,,,
Player 354,10150,18,,,,,
Player 358,10450,9,,,,,
Player 363,13150,15,,,,,
Player 367,10900,25,,,,,
Player 371,10200,20,,,,,
Player 378,10950,20,,,,,
Player 381,10150,13,,,,,
Player 389,10350,9,,,,,
Player 395,10350,13,,,,,
Player 399,12400,15,,,,,
Player 402,10050,11,,,,,
Player 408,10600,13,,,,,
Player 413,10700,19,,,,,
Player 418,10450,11,,,,,
Player 424,10300,17,,,,,
Player 429,10100,24,,,,,
Player 432,10100,20,,,,,
Player 440,10450,13,,,,,
Player 444,10150,17,,,,,
Player 446,10000,18,,,,,
Player 452,10150,17,,,,,
Player 459,12050,21,,,,,
Player 463,10100,19,,,,,
Player 470,10500,18,,,,,
Player 472,11050,15,,,,,
Player 479,10550,18,,,,,
Player 482,11450,18,,,,,
Player 487,11750,21,,,,,
Player 493,11050,15,,,,,
Player 499,10250,23,,,,,
Player 503,10550,17,,,,,
Player 508,11950,13,,,,,
Player 513,10400,8,,,,,
Player 519,11450,20,,,,,
Player 523,11350,18,,,,,
Player 529,10350,13,,,,,
Player 534,10100,9,,,,,
Player 538,11100,22,,,,,
Player 543,10100,12,,,,,
Player 550,10350,20,,,,,
Player 555,10500,15,,,,,
Player 560,10400,17,,,,,
Player 562,10100,19,,,,,
Player 568,10800,11,,,,,
Player 572,10000,13,,,,,
Player 579,10000,15,,,,,
Player 583,10700,19,,,,,
Player 587,10250,18,,,,,
Player 595,10400,20,,,,,
Player 598,10550,14,,,,,
Player 603,11300,20,,,,,
Player 609,11050,16,,,,,
Player 611,10100,14,,,,,
Player 616,10900,20,,,,,
Player 624,10350,19,,,,,
Player 627,10100,17,,,,,
Player 631,11050,14,,,,,
Player 639,12450,21,,,,,
Player 642,10000,19,,,,,
Player 649,10200,13,,,,,
Player 651,11500,20,,,,,
Player 659,10450,17,,,,,
Player 665,10050,18,,,,,
Player 670,11200,24,,,,,
Player 671,10650,23,,,,,
Player 680,10200,12,,,,,
Player 684,12700,20,,,,,
Player 686,10050,15,,,,,
Player 695,11200,22,,,,,
Player 700,10650,13,,,,,
Player 703,10750,16,,,,,
Player 707,11650,15,,,,,
Player 714,11500,15,,,,,
Player 718,10100,20,,,,,
Player 722,10700,21,,,,,
Player 727,10200,15,,,,,
Player 731,10600,16,,,,,
Player 738,10150,18,,,,,
Player 742,10050,20,,,,,
Player 746,10100,8,,,,,
Player 753,10450,18,,,,,
Player 758,10050,16,,,,,
Player 761,10150,19,,,,,
Player 769,11100,18,,,,,
Player 772,10350,15,,,,,
Player 778,10850,13,,,,,
Player 784,10200,18,,,,,
Player 788,10150,15,,,,,
Player 795,10500,17,,,,,
Player 799,10750,13,,,,,
Player 2,10350,12,,,,,
Player 8,12350,22,,,,,
Player 12,10200,19,,,,,
Player 20,10000,10,,,,,
Player 24,11200,16,,,,,
Player 26,10450,19,,,,,
Player 32,11450,15,,,,,
Player 36,11150,23,,,,,
Player 41,10150,16,,,,,
Player 50,11550,18,,,,,
Player 55,11300,18,,,,,
Player 59,10250,13,,,,,
Player 63,10000,17,,,,,
Player 68,10750,14,,,,,
Player 74,10000,15,,,,,
Player 79,10100,19,,,,,
Player 84,11300,20,,,,,
Player 88,10600,14,,,,,
Player 93,10450,18,,,,,
Player 97,10250,14,,,,,
Player 103,10600,17,,,,,
Player 106,10150,21,,,,,
Player 115,11100,17,,,,,
Player 118,10750,18,,,,,
Player 123,10450,11,,,,,
Player 130,10100,21,,,,,
Player 131,10150,12,,,,,
Player 140,10250,18,,,,,
Player 143,10800,12,,,,,
Player 148,11200,18,,,,,
Player 153,10450,7,,,,,
Player 156,10900,16,,,,,
Player 162,10000,21,,,,,
Player 169,10050,24,,,,,
Player 172,10650,16,,,,,
Player 180,11750,18,,,,,
Player 182,10300,17,,,,,
Player 187,10050,15,,,,,
Player 191,11250,9,,,,,
Player 199,11650,13,,,,,
Player 204,10150,23,,,,,
Player 208,10000,8,,,,,
Player 214,11300,17,,,,,
Player 217,11550,19,,,,,
Player 221,10250,20,,,,,
Player 230,11600,14,,,,,
Player 233,10050,17,,,,,
Player 237,10150,20,,,,,
Player 245,14600,25,,,,,
